"Pasted","Symbol","Ensembl Gene ID","Entrez","Type","Species","Chr","Position (Mbp)","Description","percentage_gc_content","transcript_count","genomeSpan","cds_length","transcript_length","FiveUTR","ThreeUTR","nExons"
"ENSMMUG00000012451"," EPC1","ENSMMUG00000012451",702805,"protein_coding","Macaque","9",33.196206,"enhancer of polycomb homolog 1 [Source:VGNC Symbol;Acc:VGNC:72074]",38.92,3,111358,2415,2415,NA,NA,14
"ENSMMUG00000002469"," CUL2","ENSMMUG00000002469",698384,"protein_coding","Macaque","9",35.966425,"cullin 2 [Source:VGNC Symbol;Acc:VGNC:71566]",39.86,4,87316,2268,3703,95,1340,21
"ENSMMUG00000017077"," ZNF37A","ENSMMUG00000017077",701714,"protein_coding","Macaque","9",39.387503,"zinc finger protein 37A [Source:HGNC Symbol;Acc:HGNC:13102]",38.8,2,24841,1635,2794,109,1581,6
"ENSMMUG00000015471"," ZNF33A","ENSMMUG00000015471",NA,"protein_coding","Macaque","9",39.456998,"zinc finger protein 33A [Source:HGNC Symbol;Acc:HGNC:13096]",38.93,5,53373,2347,3367,95,2361,5
"ENSMMUG00000053996"," ","ENSMMUG00000053996",NA,"protein_coding","Macaque","9",39.948233,"",37.86,1,13173,504,640,85,51,3
"ENSMMUG00000015400"," RET","ENSMMUG00000015400",703466,"protein_coding","Macaque","9",43.802298,"ret proto-onco [Source:VGNC Symbol;Acc:VGNC:76899]",55.97,2,51001,3333,3456,247,NA,20
"ENSMMUG00000006867"," MYPN","ENSMMUG00000006867",695451,"protein_coding","Macaque","9",69.710819,"myopalladin [Source:VGNC Symbol;Acc:VGNC:75007]",40.57,3,117783,4002,4135,133,NA,21
"ENSMMUG00000000242"," PPP1R3C","ENSMMUG00000000242",697381,"protein_coding","Macaque","9",91.81684,"protein phosphatase 1 regulatory subunit 3C [Source:VGNC Symbol;Acc:VGNC:76370]",42.22,1,4910,954,2799,370,1475,2
"ENSMMUG00000001608"," PLCE1","ENSMMUG00000001608",701758,"protein_coding","Macaque","9",94.144062,"phospholipase C epsilon 1 [Source:VGNC Symbol;Acc:VGNC:76043]",41.27,3,348692,6864,8714,388,541,33
"ENSMMUG00000003103"," TCTN3","ENSMMUG00000003103",703844,"protein_coding","Macaque","9",96.084333,"tectonic family member 3 [Source:VGNC Symbol;Acc:VGNC:79438]",40.93,2,26768,1786,4123,158,2179,14
"ENSMMUG00000039143"," MICALL1","ENSMMUG00000039143",702213,"protein_coding","Macaque","10",13.596156,"MICAL like 1 [Source:VGNC Symbol;Acc:VGNC:107801]",55.42,1,36040,2592,3798,30,1176,16
"ENSMMUG00000003854"," SH3BP1","ENSMMUG00000003854",700647,"protein_coding","Macaque","10",13.892298,"SH3 domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10824]",55.79,3,27018,1615,1764,94,353,12
"ENSMMUG00000000151"," TMPRSS6","ENSMMUG00000000151",696094,"protein_coding","Macaque","10",14.462793,"transmembrane serine protease 6 [Source:VGNC Symbol;Acc:VGNC:79038]",55.96,2,43377,2592,5143,121,4618,18
"ENSMMUG00000023790"," GRK3","ENSMMUG00000023790",714510,"protein_coding","Macaque","10",25.849954,"G protein-coupled receptor kinase 3 [Source:VGNC Symbol;Acc:VGNC:73255]",42.83,3,281397,2110,2808,102,894,22
"ENSMMUG00000037559"," ZNF70","ENSMMUG00000037559",698442,"protein_coding","Macaque","10",27.909882,"zinc finger protein 70 [Source:HGNC Symbol;Acc:HGNC:13140]",50.92,2,7515,1299,1657,79,480,2
"ENSMMUG00000044782"," ","ENSMMUG00000044782",NA,"protein_coding","Macaque","10",28.615064,"",57.92,1,2303,531,1335,804,NA,2
"ENSMMUG00000020476"," P2RX6","ENSMMUG00000020476",695841,"protein_coding","Macaque","10",31.817564,"purinergic receptor P2X 6 [Source:VGNC Symbol;Acc:VGNC:75736]",54.22,2,13503,1378,1734,5,705,11
"ENSMMUG00000063154"," SLC7A4","ENSMMUG00000063154",695731,"protein_coding","Macaque","10",31.830382,"solute carrier family 7 member 4 [Source:VGNC Symbol;Acc:VGNC:108056]",51.21,6,20176,1910,2769,119,889,5
"ENSMMUG00000049130"," ","ENSMMUG00000049130",NA,"protein_coding","Macaque","10",31.9827,"",54.67,1,23587,489,1731,146,182,11
"ENSMMUG00000041787"," ","ENSMMUG00000041787",114670386,"protein_coding","Macaque","10",32.31475,"",58.76,1,13784,921,1232,156,NA,9
"ENSMMUG00000017384"," ESS2","ENSMMUG00000017384",711157,"protein_coding","Macaque","10",33.504915,"ess-2 splicing factor homolog [Source:VGNC Symbol;Acc:VGNC:72280]",56.24,2,13063,1410,2356,27,524,11
"ENSMMUG00000002529"," ADA2","ENSMMUG00000002529",709295,"protein_coding","Macaque","10",34.817472,"adenosine deaminase 2 [Source:VGNC Symbol;Acc:VGNC:69461]",49.52,2,51632,1470,4010,62,2416,10
"ENSMMUG00000022222"," IL17RA","ENSMMUG00000022222",709005,"protein_coding","Macaque","10",34.940046,"interleukin 17 receptor A [Source:VGNC Symbol;Acc:VGNC:73712]",50.58,1,28340,2586,6157,75,3496,12
"ENSMMUG00000013740"," MCM8","ENSMMUG00000013740",718265,"protein_coding","Macaque","10",60.474174,"minichromosome maintenance 8 homologous recombination repair factor [Source:VGNC Symbol;Acc:VGNC:74516]",39.86,6,87503,1714,1810,118,105,14
"ENSMMUG00000004703"," RNF24","ENSMMUG00000004703",717693,"protein_coding","Macaque","10",62.454873,"ring finger protein 24 [Source:VGNC Symbol;Acc:VGNC:76729]",40.38,3,90701,507,1326,117,994,7
"ENSMMUG00000010028"," LZTS3","ENSMMUG00000010028",717136,"protein_coding","Macaque","10",63.330469,"leucine zipper tumor suppressor family member 3 [Source:VGNC Symbol;Acc:VGNC:74403]",59.53,2,9679,2042,2544,102,799,5
"ENSMMUG00000013616"," METTL15","ENSMMUG00000013616",698208,"protein_coding","Macaque","14",37.096854,"methyltransferase like 15 [Source:VGNC Symbol;Acc:VGNC:101350]",35.44,3,239893,963,1947,115,1022,6
"ENSMMUG00000023491"," LGR4","ENSMMUG00000023491",701736,"protein_coding","Macaque","14",37.978273,"leucine rich repeat containing G protein-coupled receptor 4 [Source:VGNC Symbol;Acc:VGNC:74041]",39.29,3,107957,2809,3520,390,1742,17
"ENSMMUG00000020430"," LUZP2","ENSMMUG00000020430",702894,"protein_coding","Macaque","14",40.395718,"leucine zipper protein 2 [Source:VGNC Symbol;Acc:VGNC:74336]",35.32,1,578593,1041,1041,NA,NA,12
"ENSMMUG00000048281"," CCDC179","ENSMMUG00000048281",106993306,"protein_coding","Macaque","14",42.710283,"coiled-coil domain containing 179 [Source:HGNC Symbol;Acc:HGNC:44653]",33.6,1,12767,207,207,NA,NA,4
"ENSMMUG00000020820"," SVIP","ENSMMUG00000020820",700825,"protein_coding","Macaque","14",42.742035,"small VCP interacting protein [Source:VGNC Symbol;Acc:VGNC:78206]",36.04,1,9435,234,2845,122,2489,4
"ENSMMUG00000006183"," ANO5","ENSMMUG00000006183",704166,"protein_coding","Macaque","14",43.275992,"anoctamin 5 [Source:VGNC Symbol;Acc:VGNC:69720]",35.53,3,96068,3210,3465,719,23,21
"ENSMMUG00000007838"," PRCP","ENSMMUG00000007838",701305,"protein_coding","Macaque","14",75.996571,"prolylcarboxypeptidase [Source:VGNC Symbol;Acc:VGNC:76390]",39.14,2,81179,1521,1870,160,539,10
"ENSMMUG00000019618"," PICALM","ENSMMUG00000019618",706003,"protein_coding","Macaque","14",79.193831,"phosphatidylinositol binding clathrin assembly protein [Source:VGNC Symbol;Acc:VGNC:75802]",37.32,7,114957,1953,3729,151,1688,21
"ENSMMUG00000013045"," CCDC81","ENSMMUG00000013045",704214,"protein_coding","Macaque","14",79.60893,"coiled-coil domain containing 81 [Source:VGNC Symbol;Acc:VGNC:70868]",39.38,2,47432,1887,1887,NA,NA,14
"ENSMMUG00000022139"," CTSC","ENSMMUG00000022139",705320,"protein_coding","Macaque","14",81.408785,"cathepsin C [Source:VGNC Symbol;Acc:VGNC:71553]",38.08,3,40488,742,2813,105,3001,5
"ENSMMUG00000011116"," NOX4","ENSMMUG00000011116",705931,"protein_coding","Macaque","14",82.455773,"NADPH oxidase 4 [Source:VGNC Symbol;Acc:VGNC:75376]",35.7,5,171606,1651,2668,977,100,17
"ENSMMUG00000020582"," RPL38","ENSMMUG00000020582",701508,"protein_coding","Macaque","16",70.53792,"ribosomal protein L38 [Source:HGNC Symbol;Acc:HGNC:10349]",50.18,1,6251,213,529,147,22,5
"ENSMMUG00000020975"," KIF19","ENSMMUG00000020975",697090,"protein_coding","Macaque","16",70.662937,"kinesin family member 19 [Source:VGNC Symbol;Acc:VGNC:99163]",57.01,1,30230,2997,3893,333,563,20
"ENSMMUG00000018018"," NUP85","ENSMMUG00000018018",705628,"protein_coding","Macaque","16",71.560089,"nucleoporin 85 [Source:VGNC Symbol;Acc:VGNC:75591]",48.95,4,36026,1884,2494,163,690,18
"ENSMMUG00000004756"," GRB2","ENSMMUG00000004756",702041,"protein_coding","Macaque","16",71.685591,"growth factor receptor bound protein 2 [Source:VGNC Symbol;Acc:VGNC:99157]",44.73,3,88354,654,2338,177,1014,7
"ENSMMUG00000014172"," ACOX1","ENSMMUG00000014172",705197,"protein_coding","Macaque","16",72.317559,"acyl-CoA oxidase 1 [Source:VGNC Symbol;Acc:VGNC:69380]",46.8,3,61531,1915,3364,205,1376,15
"ENSMMUG00000016300"," MGAT5B","ENSMMUG00000016300",708299,"protein_coding","Macaque","16",73.253759,"alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B [Source:VGNC Symbol;Acc:VGNC:74566]",54.1,3,79676,2333,2941,298,1526,17
"ENSMMUG00000010898"," TRIM13","ENSMMUG00000010898",707239,"protein_coding","Macaque","17",28.390647,"tripartite motif containing 13 [Source:VGNC Symbol;Acc:VGNC:79972]",41.89,3,76871,1221,2512,56,1129,3
"ENSMMUG00000055718"," ","ENSMMUG00000055718",NA,"protein_coding","Macaque","17",28.535626,"",37.7,1,23984,222,2104,180,1702,2
"ENSMMUG00000021746"," RNASEH2B","ENSMMUG00000021746",707995,"protein_coding","Macaque","17",29.358872,"ribonuclease H2 subunit B [Source:VGNC Symbol;Acc:VGNC:76825]",38.26,2,63658,914,1254,292,390,11
"ENSMMUG00000009421"," WDFY2","ENSMMUG00000009421",708929,"protein_coding","Macaque","17",29.914997,"WD repeat and FYVE domain containing 2 [Source:VGNC Symbol;Acc:VGNC:97842]",39.99,5,301597,1292,2728,102,3384,11
"ENSMMUG00000062619"," TMEM272","ENSMMUG00000062619",713644,"protein_coding","Macaque","17",30.267992,"transmembrane protein 272 [Source:VGNC Symbol;Acc:VGNC:106305]",47.16,1,21378,564,564,NA,NA,4
"ENSMMUG00000004543"," CCDC70","ENSMMUG00000004543",709312,"protein_coding","Macaque","17",30.320687,"coiled-coil domain containing 70 [Source:VGNC Symbol;Acc:VGNC:70857]",51.93,1,699,699,699,NA,NA,1
"ENSMMUG00000016401"," SUGT1","ENSMMUG00000016401",694046,"protein_coding","Macaque","17",31.11211,"SGT1 homolog, MIS12 kinetochore complex assembly cochaperone [Source:VGNC Symbol;Acc:VGNC:103875]",38.39,5,69689,1022,1763,160,367,14
"ENSMMUG00000016404"," CNMD","ENSMMUG00000016404",694189,"protein_coding","Macaque","17",31.196842,"chondromodulin [Source:VGNC Symbol;Acc:VGNC:71191]",42.15,1,35945,1005,1005,NA,NA,7
"ENSMMUG00000021459"," MYCBP2","ENSMMUG00000021459",696734,"protein_coding","Macaque","17",58.8552,"MYC binding protein 2 [Source:VGNC Symbol;Acc:VGNC:75011]",35.98,10,285429,13826,14012,372,NA,82
"ENSMMUG00000049397"," ","ENSMMUG00000049397",NA,"protein_coding","Macaque","17",70.516176,"",38.56,1,3828,3828,3828,NA,NA,1
"ENSMMUG00000005847"," HS6ST3","ENSMMUG00000005847",698535,"protein_coding","Macaque","17",77.852,"heparan sulfate 6-O-sulfotransferase 3 [Source:VGNC Symbol;Acc:VGNC:84889]",38.23,1,754270,1410,1410,NA,NA,4
"ENSMMUG00000060590"," ","ENSMMUG00000060590",NA,"protein_coding","Macaque","17",84.929618,"",45.96,1,631,375,631,254,2,1
"ENSMMUG00000011940"," VPS35","ENSMMUG00000011940",717394,"protein_coding","Macaque","20",33.730852,"VPS35 retromer complex component [Source:VGNC Symbol;Acc:VGNC:78928]",44.75,6,103437,3346,3492,63,809,21
"ENSMMUG00000004717"," ITFG1","ENSMMUG00000004717",716435,"protein_coding","Macaque","20",34.242775,"integrin alpha FG-GAP repeat containing 1 [Source:VGNC Symbol;Acc:VGNC:73688]",37.53,1,294573,1839,3201,18,1344,18
"ENSMMUG00000001966"," C1H1orf68","ENSMMUG00000001966",100424212,"pseudogene","Macaque","1",98.352734,"chromosome 1 C1orf68 homolog [Source:VGNC Symbol;Acc:VGNC:70436]",57.28,1,831,NA,768,NA,NA,3
"ENSMMUG00000064774"," ","ENSMMUG00000064774",712658,"pseudogene","Macaque","1",98.74079,"",54.3,1,11742,NA,11034,NA,NA,69
"ENSMMUG00000005563"," ","ENSMMUG00000005563",715333,"pseudogene","Macaque","6",154.438698,"",42.85,1,29796,NA,1170,NA,NA,14
"ENSMMUG00000056669"," ","ENSMMUG00000056669",696450,"pseudogene","Macaque","X",36.968779,"",58.62,1,3417,NA,3018,NA,NA,14
"ENSMMUG00000036459"," ","ENSMMUG00000036459",114680025,"scaRNA","Macaque","7",52.176845,"",58.06,1,124,NA,124,NA,NA,1
"ENSMMUG00000025857"," SNORA13","ENSMMUG00000025857",114679157,"snoRNA","Macaque","6",109.557525,"small nucleolar RNA, H/ACA box 13 [Source:HGNC Symbol;Acc:HGNC:32601]",41.35,1,133,NA,133,NA,NA,1
"ENSMMUG00000033563"," U3","ENSMMUG00000033563",NA,"snoRNA","Macaque","9",44.155182,"Small nucleolar RNA U3 [Source:RFAM;Acc:RF00012]",50.83,1,181,NA,181,NA,NA,1
"ENSMMUG00000036290"," U6","ENSMMUG00000036290",114674970,"snRNA","Macaque","1",216.22338,"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]",44.66,1,103,NA,103,NA,NA,1
"ENSMMUG00000036148"," U6","ENSMMUG00000036148",114679797,"snRNA","Macaque","7",96.753225,"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]",37.5,1,104,NA,104,NA,NA,1
"ENSMMUG00000026031"," U6","ENSMMUG00000026031",114670173,"snRNA","Macaque","9",31.190029,"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]",39.05,1,105,NA,105,NA,NA,1
"ENSMMUG00000026269"," U1","ENSMMUG00000026269",114670698,"snRNA","Macaque","10",60.625759,"U1 spliceosomal RNA [Source:RFAM;Acc:RF00003]",47.83,1,161,NA,161,NA,NA,1
"ENSMMUG00000028392"," U6","ENSMMUG00000028392",114674553,"snRNA","Macaque","20",35.807239,"U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]",39.05,1,105,NA,105,NA,NA,1
"ENSMMUG00000027956"," Y_RNA","ENSMMUG00000027956",NA,"Y_RNA","Macaque","9",92.443602,"Y RNA [Source:RFAM;Acc:RF00019]",41.51,1,106,NA,106,NA,NA,1
"10",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",NA,"Not mapped",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
