chrom,start,end,chromatin_state
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr17,58006446,190109959,.
chr2,190210239,190307773,.
chr2,190210239,190307773,.
chr2,190210239,190307773,.
chr2,190210239,190307773,.
chr2,190210239,190307773,.
chr2,190407953,190514899,.
chr2,190407953,190514899,.
chr2,190407953,190514899,.
chr2,190407953,190514899,.
chr2,190407953,190514899,.
chr2,190407953,190514899,.
chr2,190407953,190514899,.
chr2,190514899,190594620,.
chr2,190514899,190594620,.
chr2,190514899,190594620,.
chr2,190514899,190594620,.
chr2,190514899,190594620,.
chr2,190594620,190693907,.
chr2,190594620,190693907,.
chr2,190594620,190693907,.
chr2,190594620,190693907,.
chr2,190594620,190693907,.
chr2,191078499,191166605,.
chr2,191078499,191166605,.
chr2,191166605,191267852,.
chr2,191166605,191267852,.
chr2,191166605,191267852,.
chr2,191166605,191267852,.
chr2,191166605,191267852,.
chr2,191267852,191365363,.
chr2,191365363,191466301,.
chr2,191365363,191466301,.
chr2,191365363,191466301,.
chr2,191365363,191466301,.
chr2,191466301,191566157,.
chr2,191466301,191566157,.
chr2,191466301,191566157,.
chr2,191466301,191566157,.
chr2,191466301,191566157,.
chr2,191566157,191665885,.
chr2,191566157,191665885,.
chr2,191566157,191665885,.
chr2,191566157,191665885,.
chr2,191566157,191665885,.
chr2,191665885,191776955,.
chr2,191665885,191776955,.
chr2,191665885,191776955,.
chr2,191665885,191776955,.
chr2,191665885,191776955,.
chr2,98527447,98624354,.
chr2,98624354,98709081,.
chr2,98624354,98709081,.
chr2,98709081,98806352,.
chr2,98709081,98806352,.
chr2,98709081,98806352,.
chr2,99105970,99208083,.
chr2,99105970,99208083,.
chr2,99379913,99478214,.
chr2,99379913,99478214,.
chr2,99379913,99478214,.
chr2,99379913,99478214,.
chr2,99379913,99478214,.
chr2,99379913,99478214,.
chr2,99478214,99583729,.
chr2,99478214,99583729,.
chr2,99478214,99583729,.
chr2,99478214,99583729,.
chr2,99864951,99965558,.
chr2,99864951,99965558,.
chr2,99864951,99965558,.
chr2,100065456,100171790,.
chr2,100065456,100171790,.
chr2,100065456,100171790,.
chr2,100065456,100171790,.
chr2,100065456,100171790,.
chr2,100065456,100171790,.
chr2,100065456,100171790,.
chr2,100589849,100693899,.
chr2,100693899,100791884,.
chr2,100693899,100791884,.
chr2,100693899,100791884,.
chr2,100894761,100992969,.
chr2,100894761,100992969,.
chr2,100894761,100992969,.
chr2,40672376,40767598,.
chr2,40672376,40767598,.
chr2,40672376,40767598,.
chr2,40672376,40767598,.
chr2,40672376,40767598,.
chr2,40672376,40767598,.
chr2,40574348,40672376,.
chr2,40574348,40672376,.
chr2,40574348,40672376,.
chr2,40574348,40672376,.
chr2,40574348,40672376,.
chr2,10053247,10163072,.
chr2,10053247,10163072,.
chr2,10053247,10163072,.
chr2,10053247,10163072,.
chr2,9956945,10053247,.
chr2,9849961,9956945,.
chr2,9849961,9956945,.
chr2,9849961,9956945,.
chr2,9849961,9956945,.
chr2,9756160,9849961,.
chr2,9756160,9849961,.
chr2,9756160,9849961,.
chr2,9756160,9849961,.
chr2,9664308,9756160,.
chr2,9664308,9756160,.
chr2,9664308,9756160,.
chr2,9664308,9756160,.
chr2,9664308,9756160,.
chr2,9566379,9664308,.
chr2,9566379,9664308,.
chr2,9566379,9664308,.
chr2,9566379,9664308,.
chr2,9471094,9566379,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9373577,9471094,.
chr2,9274092,9373577,.
chr2,9274092,9373577,.
chr2,9274092,9373577,.
chr2,9274092,9373577,.
chr2,9274092,9373577,.
chr2,9274092,9373577,.
chr2,9071750,9174055,.
chr2,9071750,9174055,.
chr2,9071750,9174055,.
chr2,8961807,9071750,.
chr2,8369201,8469214,.
chr2,8369201,8469214,.
chr2,8270236,8369201,.
chr2,7175361,7282417,.
chr2,7175361,7282417,.
chr2,6975282,7074609,.
chr2,6975282,7074609,.
chr2,6975282,7074609,.
chr2,6975282,7074609,.
chr2,6975282,7074609,.
chr2,6975282,7074609,.
chr2,6879949,6975282,.
chr2,6168877,6273295,.
chr2,5866329,5959301,.
chr2,5866329,5959301,.
chr2,5866329,5959301,.
chr2,3893491,3997951,.
chr2,3893491,3997951,.
chr2,3682229,3780148,.
chr2,3682229,3780148,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3578197,3682229,.
chr2,3493342,3578197,.
chr2,3493342,3578197,.
chr2,3493342,3578197,.
chr2,3493342,3578197,.
chr11,78606283,78707420,.
chr11,78606283,78707420,.
chr11,78606283,78707420,.
chr11,78606283,78707420,.
chr11,78707420,78805704,.
chr11,78707420,78805704,.
chr11,78707420,78805704,.
chr11,78805704,78897466,.
chr11,79097725,79201909,.
chr11,79097725,79201909,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128372005,128475171,.
chr11,128475171,128575997,.
chr11,128475171,128575997,.
chr11,128475171,128575997,.
chr11,128475171,128575997,.
chr11,128475171,128575997,.
chr11,128575997,128676836,.
chr11,128575997,128676836,.
chr11,128575997,128676836,.
chr11,128575997,128676836,.
chr11,128575997,128676836,.
chr11,128575997,128676836,.
chr11,128575997,128676836,.
chr11,128575997,128676836,.
chr11,128676836,128776194,.
chr11,128676836,128776194,.
chr11,128676836,128776194,.
chr11,128676836,128776194,.
chr11,128676836,128776194,.
chr11,128776194,128877554,.
chr11,129474713,129613027,.
chr11,129613027,129721628,.
chr11,129613027,129721628,.
chr11,129613027,129721628,.
chr11,129721628,129834268,.
chr11,129721628,129834268,.
chr11,129721628,129834268,.
chr11,129721628,129834268,.
chr11,129834268,129926608,.
chr11,129834268,129926608,.
chr11,130139762,130237575,.
chr11,130237575,130343400,.
chr11,130237575,130343400,.
chr11,130237575,130343400,.
chr11,130237575,130343400,.
chr11,130237575,130343400,.
chr11,130237575,130343400,.
chr11,130343400,130450606,.
chr11,130343400,130450606,.
chr11,130768927,130865376,.
chr11,130768927,130865376,.
chr11,131071755,131175051,.
chr11,131071755,131175051,.
chr11,131071755,131175051,.
chr11,131479979,131581244,.
chr11,131581244,131680286,.
chr11,131680286,131784657,.
chr11,131680286,131784657,.
chr11,131680286,131784657,.
chr11,131883610,131981959,.
chr11,131883610,131981959,.
chr11,131981959,132091200,.
chr11,131981959,132091200,.
chr11,131981959,132091200,.
chr11,132891201,132987090,.
chr11,132891201,132987090,.
chr11,132891201,132987090,.
chr9,100110945,100216869,.
chr9,100110945,100216869,.
chr9,33814811,33898854,.
chr9,33814811,33898854,.
chr17,15814798,15900101,.
chr17,15814798,15900101,.
chr17,15814798,15900101,.
chr17,15814798,15900101,.
chr17,15814798,15900101,.
chr17,15814798,15900101,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,15814798,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,16977557,20530136,.
chr17,72396893,72497107,.
chr17,72396893,72497107,.
chr17,72396893,72497107,.
chr13,49539269,49643783,.
chr13,49539269,49643783,.
chr13,49539269,49643783,.
chr13,49838602,49946605,.
chr13,49946605,50045711,.
chr13,50045711,50146373,.
chr13,50045711,50146373,.
chr13,50146373,50252488,.
chr13,50146373,50252488,.
chr13,50146373,50252488,.
chr13,50146373,50252488,.
chr13,50252488,50338367,.
chr13,50252488,50338367,.
chr13,50252488,50338367,.
chr13,50338367,50438918,.
chr13,50338367,50438918,.
chr13,50338367,50438918,.
chr13,50338367,50438918,.
chr13,50438918,50539700,.
chr13,50539700,50641654,.
chr13,50539700,50641654,.
chr13,50539700,50641654,.
chr13,50641654,50741005,.
chr13,50641654,50741005,.
chr13,50641654,50741005,.
chr13,50641654,50741005,.
chr13,50641654,50741005,.
chr13,50641654,50741005,.
chr13,50641654,50741005,.
chr13,50641654,50741005,.
chr13,50741005,50842706,.
chr13,50947971,51053837,.
chr13,51053837,51148468,.
chr13,51340935,51437598,.
